Gslib file
27  
BHID  
X  
Y  
Z_STRAT_TOP  
Z_MID  
Z_TOP  
Z_BOT  
LENGTH  
RC1  
AT1  
AA1  
ST1  
SR1  
FE1  
TI1  
PP1  
RC3  
AT3  
AA3  
ST3  
SR3  
FE3  
TI3  
PP3  
LITOM  
LPCP  
NORTH_FLAG  
138 588889.3732 9724852.4030 -0.7500 98.8700 99.1200 98.6200 0.5000 62.4808 48.6000 45.9000 2.5800 1.8000 21.2000 1.3600 25.8500 15.4317 44.8600 43.3530 1.7680 1.2470 28.3250 1.2090 23.9440 50 1 1
138 588889.3732 9724852.4030 -1.2500 98.3700 98.6200 98.1200 0.5000 68.6330 54.5000 50.0000 2.5100 2.1000 13.3000 1.3900 28.4600 15.5293 52.9550 49.6190 2.0110 1.3070 15.9580 1.1240 28.1190 50 1 1
138 588889.3732 9724852.4030 -1.7500 97.8700 98.1200 97.6200 0.5000 74.1533 53.3000 48.4000 3.5000 0.8000 14.7000 1.3500 27.6400 10.7990 51.0350 48.4470 3.2120 1.2880 16.5710 1.2380 27.0730 50 1 1
138 588889.3732 9724852.4030 -2.2500 97.3700 97.6200 97.1200 0.5000 50.5257 50.5000 44.8000 6.1700 5.5000 16.6000 0.8300 25.9000 14.4073 52.6930 50.6850 4.6570 4.2220 13.3810 0.7650 27.5360 50 1 1
139 588884.2132 9724852.3930 -0.2500 99.9800 100.2300 99.7300 0.5000 71.2469 49.7000 47.4000 1.5300 0.4000 21.6000 1.6400 26.0900 16.8794 50.1560 48.6920 1.5580 0.3390 19.9440 1.4480 26.7980 50 1 1
139 588884.2132 9724852.3930 -0.7500 99.4800 99.7300 99.2300 0.5000 77.5948 54.5000 52.8000 2.4100 1.4000 12.2000 1.8800 28.8900 11.6701 52.3210 50.3740 1.7950 0.6480 16.3050 1.4460 27.8930 50 1 1
139 588884.2132 9724852.3930 -1.2500 98.9800 99.2300 98.7300 0.5000 67.8231 54.3000 51.7000 2.2400 1.3000 13.3000 1.4900 28.6600 16.3585 51.9400 49.7230 2.0360 0.5180 17.3170 1.2860 27.4670 50 1 1
139 588884.2132 9724852.3930 -1.7500 98.4800 98.7300 98.2300 0.5000 44.0077 50.8000 46.3000 4.0900 2.9000 18.8000 1.2600 26.0600 16.3754 49.9030 46.1260 3.2970 2.1720 20.5480 1.1940 25.8810 50 1 1
139 588884.2132 9724852.3930 -2.2500 97.9800 98.2300 97.7300 0.5000 71.8090 57.7000 52.1000 3.3000 2.6000 7.5000 1.3700 30.0300 15.0363 57.3220 50.0950 3.2720 2.1910 9.3550 1.1590 29.3840 50 1 1
139 588884.2132 9724852.3930 -2.7500 97.4800 97.7300 97.2300 0.5000 41.8815 58.4000 52.8000 5.3000 3.9000 6.1000 1.2200 29.2800 24.3761 57.4760 53.5620 3.5460 2.6380 8.5350 0.7720 29.4210 50 1 1
140 588879.2332 9724852.1630 -0.2500 99.9500 100.2000 99.7000 0.5000 64.8527 49.7000 47.0000 1.5600 0.5000 22.5000 1.4700 25.5500 19.3284 48.6560 45.1050 1.2470 0.3120 24.3730 1.1850 25.3660 50 1 1
140 588879.2332 9724852.1630 -0.7500 99.4500 99.7000 99.2000 0.5000 64.4898 57.2000 47.5000 1.9400 1.4000 11.1000 1.5000 29.1100 24.4156 55.7460 49.0930 1.7080 0.7340 13.4110 1.1540 28.6630 50 1 1
140 588879.2332 9724852.1630 -1.2500 98.9500 99.2000 98.7000 0.5000 58.7362 56.2000 51.4000 2.4400 1.6000 11.7000 1.3400 28.7500 25.9059 55.6550 48.8900 1.7640 0.9440 13.3680 1.0390 28.6620 50 1 1
140 588879.2332 9724852.1630 -1.7500 98.4500 98.7000 98.2000 0.5000 60.0691 53.3000 50.8000 2.3000 1.7000 14.7000 1.2000 28.0100 22.2559 50.3380 48.3600 1.8010 0.7780 19.8250 0.9590 26.6370 50 1 1
140 588879.2332 9724852.1630 -2.2500 97.9500 98.2000 97.7000 0.5000 62.9318 54.2000 51.1000 2.1100 1.8000 13.4000 1.2000 28.1800 17.8098 56.1660 52.0830 2.0190 1.2190 12.5950 0.8600 29.6000 50 1 1
140 588879.2332 9724852.1630 -2.7500 97.4500 97.7000 97.2000 0.5000 58.7758 55.3000 49.3000 5.1000 4.4000 10.5000 1.1400 27.8100 17.3837 55.9600 51.9480 3.0740 2.9120 11.1440 0.6730 28.5570 50 1 1
141 588869.2231 9724852.4730 -0.2500 99.5500 99.8000 99.3000 0.5000 58.0037 41.1000 37.9000 2.2600 1.3000 33.8000 1.4300 22.0000 17.3258 44.4650 41.6190 2.4760 1.1630 28.0450 1.2670 23.7730 50 1 1
141 588869.2231 9724852.4730 -0.7500 99.0500 99.3000 98.8000 0.5000 66.8191 54.7000 50.9000 2.1200 1.1000 12.2000 1.7100 28.3700 20.3314 52.4850 49.8500 1.9200 1.0650 15.5180 1.4860 27.4240 50 1 1
141 588869.2231 9724852.4730 -1.2500 98.5500 98.8000 98.3000 0.5000 50.2960 57.5000 55.3000 2.8400 2.1000 7.4000 1.3900 29.8300 24.8451 54.0630 50.6910 2.6630 1.7030 13.5920 1.2400 27.8920 50 1 1
141 588869.2231 9724852.4730 -1.7500 98.0500 98.3000 97.8000 0.5000 50.3661 56.1000 49.7000 5.8300 4.7000 8.1000 1.2000 28.3200 20.2209 51.9640 47.6640 4.1310 3.2780 15.6440 0.9100 26.6600 50 1 1
142 588849.2531 9724852.4830 -0.2500 98.8400 99.0900 98.5900 0.5000 73.4279 47.5000 45.2000 2.2400 0.2000 23.3000 1.4100 25.2700 16.7067 51.8830 49.9630 2.7800 0.1600 16.6560 0.9180 27.5080 50 1 1
142 588849.2531 9724852.4830 -0.7500 98.3400 98.5900 98.0900 0.5000 68.0492 53.6000 51.0000 1.5700 0.7000 14.7000 1.5900 27.9800 18.5605 54.1170 52.1360 1.4560 0.3460 14.0190 1.1000 28.4890 50 1 1
142 588849.2531 9724852.4830 -1.2500 97.8400 98.0900 97.5900 0.5000 61.5360 53.0000 49.6000 1.6700 0.7000 14.2000 1.5300 28.0500 20.9646 55.0270 51.9380 1.4740 0.4570 13.9350 1.1000 28.5300 50 1 1
142 588849.2531 9724852.4830 -1.7500 97.3400 97.5900 97.0900 0.5000 55.6146 54.7000 51.2000 2.1600 1.3000 12.3000 1.3700 28.7300 23.3612 52.5120 49.0400 1.8620 0.9100 16.3760 1.0410 27.5940 50 1 1
143 588839.2031 9724852.3630 -0.2500 98.8600 99.1100 98.6100 0.5000 74.4856 45.4000 44.4000 1.2900 0.4000 27.9000 1.4600 24.1200 15.5791 48.0410 47.1150 1.5470 0.3010 23.3680 1.0820 25.4130 50 1 1
143 588839.2031 9724852.3630 -0.7500 98.3600 98.6100 98.1100 0.5000 69.7214 53.9000 51.6000 1.9100 0.8000 13.8000 1.3600 28.4000 18.8996 54.1710 48.9650 1.5930 0.6690 16.5950 1.1800 27.8120 50 1 1
143 588839.2031 9724852.3630 -1.2500 97.8600 98.1100 97.6100 0.5000 66.2894 54.2000 51.6000 2.2800 1.9000 12.9000 1.3100 28.6200 19.7159 52.6810 50.2340 1.8700 0.8730 16.0750 1.2320 27.8930 50 1 1
143 588839.2031 9724852.3630 -1.7500 97.3600 97.6100 97.1100 0.5000 43.6571 55.3000 48.5000 6.5900 5.7000 8.5000 0.9800 27.7300 20.7295 50.1320 46.2080 4.8170 4.1340 17.1070 0.6750 26.0960 50 1 1
144 588829.2930 9724852.4130 -0.2500 98.3900 98.6400 98.1400 0.5000 65.0456 54.4000 54.4000 1.6300 0.4000 12.3000 1.5800 29.1200 23.8987 55.8900 53.5860 0.9380 0.2640 11.0860 1.2830 29.5360 50 1 1
144 588829.2930 9724852.4130 -0.7500 97.8900 98.1400 97.6400 0.5000 57.8207 54.7000 52.8000 2.0700 0.7000 11.2000 1.2800 29.4700 27.2000 53.6000 52.1250 1.5100 0.8000 13.2240 1.1380 28.7030 50 1 1
144 588829.2930 9724852.4130 -1.2500 97.3900 97.6400 97.1400 0.5000 50.6318 54.6000 50.6000 4.9300 4.0000 10.3000 1.3200 28.3800 25.4054 53.2820 50.2460 3.1990 2.4360 13.9570 1.1630 27.8220 50 1 1
145 588804.1730 9724852.4830 -0.2500 98.9900 99.2400 98.7400 0.5000 69.1301 40.8000 40.0000 1.4600 0.5000 33.9000 1.1800 22.7700 12.9458 39.8990 38.3770 1.3000 0.2590 36.6370 0.7990 22.2250 50 1 1
145 588804.1730 9724852.4830 -0.7500 98.4900 98.7400 98.2400 0.5000 73.9562 56.0000 50.4000 1.1700 0.6000 12.9000 1.3800 29.2100 17.2597 55.0470 53.4470 1.0890 0.4360 12.6780 1.0340 29.7060 50 1 1
145 588804.1730 9724852.4830 -1.2500 97.9900 98.2400 97.7400 0.5000 58.1065 54.1000 51.9000 2.1200 1.6000 12.6000 1.1500 28.8200 23.8786 53.3190 49.1930 1.8590 0.8790 15.6190 0.9510 28.3210 50 1 1
145 588804.1730 9724852.4830 -1.7500 97.4900 97.7400 97.2400 0.5000 43.5172 57.2000 49.6000 5.3000 0.9000 8.6000 1.1500 28.9800 21.5623 52.9580 49.2000 3.5190 2.7310 14.2860 0.9050 27.8270 50 1 1
146 588779.3829 9724852.4330 -0.2500 98.4000 98.6500 98.1500 0.5000 72.9631 44.2000 42.1000 1.7400 0.3000 29.3000 1.3300 23.9000 14.0826 45.0920 43.8570 1.4690 0.1660 28.5660 1.0850 24.3880 50 1 1
146 588779.3829 9724852.4330 -0.7500 97.9000 98.1500 97.6500 0.5000 63.0935 56.7000 54.3000 1.9900 1.2000 9.4000 1.6100 30.0100 20.3254 54.2200 51.6860 1.9390 0.9660 12.7940 1.4070 29.0010 50 1 1
146 588779.3829 9724852.4330 -1.2500 97.4000 97.6500 97.1500 0.5000 73.4859 56.7000 53.5000 2.3100 1.4000 8.2000 1.5900 30.3200 13.1976 54.2930 50.7000 2.2450 1.0000 13.6850 1.3350 28.6290 50 1 1
146 588779.3829 9724852.4330 -1.7500 96.9000 97.1500 96.6500 0.5000 70.6634 53.1000 51.1000 2.2100 1.1000 12.5000 1.4600 28.8700 13.5571 51.0580 49.2040 2.5090 1.0130 16.1090 1.2130 27.6340 50 1 1
146 588779.3829 9724852.4330 -2.2500 96.4000 96.6500 96.1500 0.5000 74.4424 57.6000 52.1000 2.9000 2.2000 9.5000 1.3800 28.7200 12.3644 55.4710 52.0530 2.4130 1.2590 12.5060 1.2680 28.1610 50 1 1
146 588779.3829 9724852.4330 -2.7500 95.9000 96.1500 95.6500 0.5000 70.6896 57.3000 52.7000 2.3900 1.9000 9.9000 1.3500 29.3400 15.1497 55.8820 52.8350 2.4080 1.6590 11.9920 1.1650 28.3300 50 1 1
146 588779.3829 9724852.4330 -3.2500 95.4000 95.6500 95.1500 0.5000 64.8999 58.4000 54.4000 2.7000 2.0000 7.9000 1.1600 29.6700 16.0722 56.9650 53.8170 2.4740 1.6830 10.6930 1.0190 29.1090 50 1 1
146 588779.3829 9724852.4330 -3.7500 94.9000 95.1500 94.6500 0.5000 64.6055 58.9000 54.0000 3.5300 2.9000 5.7000 1.0300 30.1300 14.5556 55.5460 51.5970 3.0480 2.2490 11.3880 0.9500 28.5700 50 1 1
146 588779.3829 9724852.4330 -4.2500 94.4000 94.6500 94.1500 0.5000 57.8374 54.6000 47.5000 5.8400 4.1000 10.7000 1.0700 27.2600 12.9319 54.1070 48.6450 4.3520 4.0520 13.4990 0.7610 27.3280 50 1 1
146 588779.3829 9724852.4330 -4.7500 93.9000 94.1500 93.6500 0.5000 39.7092 55.4000 46.7000 8.0500 7.8000 7.9000 0.9800 27.4900 15.4480 55.1550 47.9850 5.7670 4.8920 12.0420 0.6480 27.3610 50 1 1
147 588754.2129 9724852.6130 -0.2500 98.3200 98.5700 98.0700 0.5000 67.8777 48.8000 46.5000 1.4600 0.8000 22.8000 1.2600 26.0900 18.5068 50.2390 46.8800 1.5260 0.4440 20.4050 1.0560 26.9260 50 1 1
147 588754.2129 9724852.6130 -0.7500 97.8200 98.0700 97.5700 0.5000 63.8139 55.8000 53.1000 2.3100 1.6000 12.7000 1.2700 28.9300 21.3299 53.1610 47.7920 1.8170 1.1330 15.8180 0.9930 28.1350 50 1 1
147 588754.2129 9724852.6130 -1.2500 97.3200 97.5700 97.0700 0.5000 53.5532 54.5000 52.1000 2.1900 1.2000 13.4000 1.2000 28.5900 24.9744 54.1890 51.0200 1.9270 1.0000 15.2350 0.9790 28.3750 50 1 1
147 588754.2129 9724852.6130 -1.7500 96.8200 97.0700 96.5700 0.5000 52.0152 57.2000 51.7000 4.3800 3.6000 9.1100 1.1700 29.0000 21.7150 53.9670 49.8330 3.2110 2.0330 14.0160 0.8550 28.2440 50 1 1
148 588729.3528 9724852.4730 -0.2500 98.2400 98.4900 97.9900 0.5000 65.0386 44.8000 44.0000 1.1700 0.3000 28.7000 1.2200 24.3600 16.0422 47.0190 44.6920 1.5230 0.3210 24.8610 1.0370 25.5230 50 1 1
148 588729.3528 9724852.4730 -0.7500 97.7400 97.9900 97.4900 0.5000 52.0380 54.0000 52.0000 2.0900 0.8000 13.9000 1.3900 28.6000 29.0548 51.9590 48.7240 2.4590 0.7000 17.9490 1.0800 27.3910 50 1 1
148 588729.3528 9724852.4730 -1.2500 97.2400 97.4900 96.9900 0.5000 54.4372 56.3000 50.6000 2.9100 1.8000 10.1000 1.2300 29.5500 23.3997 52.7870 49.4630 2.3160 1.2170 15.7610 1.0180 28.0540 50 1 1
148 588729.3528 9724852.4730 -1.7500 96.7400 96.9900 96.4900 0.5000 47.1251 57.2000 53.6000 4.8300 3.7000 6.6000 1.1400 29.8700 9.8933 52.2980 48.0970 3.1400 2.0490 17.0020 0.8400 27.4200 50 1 1
149 588704.2927 9724852.4830 -0.2500 99.0500 99.3000 98.8000 0.5000 78.5708 50.1000 47.1000 1.9200 1.0000 20.6000 1.6500 26.2300 10.3704 47.1050 45.4010 1.9940 0.7850 25.6080 1.3980 24.7940 50 1 1
149 588704.2927 9724852.4830 -0.7500 98.5500 98.8000 98.3000 0.5000 73.1066 53.3000 49.1000 2.7100 2.1000 13.4000 1.6200 28.1300 8.8199 50.4920 47.3100 2.8200 1.4430 18.3950 1.5330 26.3950 50 1 1
149 588704.2927 9724852.4830 -1.2500 98.0500 98.3000 97.8000 0.5000 66.9027 53.5000 49.6000 3.0000 2.2000 14.5000 1.7100 27.4100 10.1244 48.9260 45.5450 3.5870 1.8960 18.8530 1.5570 26.1280 50 1 1
149 588704.2927 9724852.4830 -1.7500 97.5500 97.8000 97.3000 0.5000 70.9353 55.6000 52.4000 2.2000 1.0000 12.0000 1.6300 28.9400 16.3737 52.9340 50.2720 2.4280 0.9910 14.7630 1.5780 27.8890 50 1 1
149 588704.2927 9724852.4830 -2.2500 97.0500 97.3000 96.8000 0.5000 68.0105 52.0000 49.0000 2.4200 1.1000 16.1000 1.2900 27.6700 21.1262 54.0690 51.9000 2.2800 1.0160 13.5890 1.1540 28.6220 50 1 1
149 588704.2927 9724852.4830 -2.7500 96.5500 96.8000 96.3000 0.5000 54.5080 57.0000 50.0000 6.0900 5.8000 9.4000 1.1800 28.0700 13.3074 50.3860 46.0230 4.8060 4.0510 17.7370 0.8970 26.1930 50 1 1
225 588438.8922 9725361.8740 -0.2500 98.4700 98.7200 98.2200 0.5000 72.7146 53.2000 47.8000 3.1500 2.3000 15.4000 1.4800 27.6500 10.9611 51.8350 47.5170 3.3510 1.6820 17.1830 1.3800 26.9970 50 1 1
225 588438.8922 9725361.8740 -0.7500 97.9700 98.2200 97.7200 0.5000 59.4082 53.5000 47.8000 3.9500 3.7000 14.8000 1.4200 27.4700 11.7676 50.7720 45.4180 4.7380 3.2510 17.8820 1.3160 26.1560 50 1 1
225 588438.8922 9725361.8740 -1.2500 97.4700 97.7200 97.2200 0.5000 62.5463 57.8000 51.2000 4.7900 4.1000 7.3500 1.6400 29.4100 12.0674 56.3480 50.1650 4.8730 3.8650 9.4640 1.4650 28.8430 50 1 1
225 588438.8922 9725361.8740 -1.7500 96.9700 97.2200 96.7200 0.5000 51.2358 57.2000 49.8000 6.1000 5.7000 6.6100 1.4000 29.0200 10.1589 53.5340 46.2900 7.5720 5.7860 10.4620 1.2560 27.2890 50 1 1
226 588443.1722 9725257.6340 -0.2500 97.1800 97.4300 96.9300 0.5000 59.9975 45.5000 43.4000 1.3600 0.9000 28.8000 1.3800 23.8300 22.4006 50.6870 47.7980 1.2940 0.7890 21.4440 1.1230 26.1840 50 1 1
226 588443.1722 9725257.6340 -0.7500 96.6800 96.9300 96.4300 0.5000 60.0006 56.8000 55.0000 2.4900 1.9000 7.6900 1.2700 30.4400 22.4163 56.1550 53.0560 2.1480 1.6930 11.9170 1.0560 29.4410 50 1 1
226 588443.1722 9725257.6340 -1.2500 96.1800 96.4300 95.9300 0.5000 35.4626 53.5000 46.3000 6.4400 6.0000 11.4000 1.2800 27.7200 23.9132 54.8100 50.4410 4.0050 3.8060 12.0980 0.8790 28.6490 50 1 1
227 588448.1022 9725161.6740 -0.2500 99.0000 99.2500 98.7500 0.5000 67.9702 42.0000 32.8000 7.5900 6.7000 28.3000 1.2500 21.8000 9.4610 35.7230 27.0460 8.1170 6.8760 36.3050 1.2750 18.9840 50 1 1
227 588448.1022 9725161.6740 -0.7500 98.5000 98.7500 98.2500 0.5000 58.9717 49.7000 44.7000 2.9500 1.7000 20.8000 1.5000 26.1500 22.5740 48.4810 44.9500 2.0560 0.9090 22.3680 1.2060 26.0390 50 1 1
227 588448.1022 9725161.6740 -1.2500 98.0000 98.2500 97.7500 0.5000 41.2449 53.4000 50.2000 2.5700 2.0000 11.7000 1.4300 29.7600 32.6274 53.9830 51.1580 1.7250 1.0000 13.9550 1.2390 28.7530 50 1 1
227 588448.1022 9725161.6740 -1.7500 97.5000 97.7500 97.2500 0.5000 63.3794 56.3000 52.8000 3.3900 3.2000 8.3600 1.6000 29.2200 15.9139 55.1000 51.0650 3.0400 2.9880 11.1680 1.4610 28.5840 50 1 1
227 588448.1022 9725161.6740 -2.2500 97.0000 97.2500 96.7500 0.5000 57.9818 54.8000 50.0000 4.5500 3.9000 9.5700 1.5100 28.2800 14.7817 54.7450 50.2770 3.7090 3.4610 11.4790 1.2980 28.4300 50 1 1
227 588448.1022 9725161.6740 -2.8500 96.4000 96.7500 96.0500 0.7000 46.2467 52.8000 46.0000 6.5400 5.6000 11.3000 1.3500 27.1200 12.6341 52.3600 45.8560 4.8400 3.6960 15.5480 0.9530 26.5070 50 1 1
235 588537.2824 9725362.6940 -0.2500 96.0200 96.2700 95.7700 0.5000 62.7516 47.1000 41.3000 1.3300 0.1000 27.2000 1.5400 24.1700 22.9016 52.6020 48.9470 1.4390 0.1000 18.4670 1.0740 27.0680 50 1 1
235 588537.2824 9725362.6940 -0.7500 95.5200 95.7700 95.2700 0.5000 53.8110 56.6000 52.8000 2.5300 1.4000 10.3000 1.3800 28.9600 27.8643 54.8350 52.3440 2.2050 0.6770 12.5200 1.1230 28.6160 50 1 1
236 588547.4624 9725259.7940 -0.2500 96.2100 96.4600 95.9600 0.5000 76.5503 48.0000 43.8000 1.6500 1.0000 25.6000 1.2800 24.0700 12.1617 47.7220 43.7400 1.4580 0.4690 26.4350 0.9160 23.9670 50 1 1
236 588547.4624 9725259.7940 -0.7500 95.7100 95.9600 95.4600 0.5000 72.2995 53.0000 48.9000 1.4600 1.0000 17.7000 1.4500 26.6000 15.7693 54.2680 50.6210 1.2790 0.9360 16.0890 1.0390 27.0460 50 1 1
236 588547.4624 9725259.7940 -1.2500 95.2100 95.4600 94.9600 0.5000 69.8747 56.8000 52.2000 2.0500 1.2000 9.5400 1.6900 28.9500 17.2268 56.6540 54.3000 2.1300 0.7760 10.0260 1.5650 29.0230 50 1 1
236 588547.4624 9725259.7940 -1.7500 94.7100 94.9600 94.4600 0.5000 59.2257 55.5000 50.0000 2.1200 1.1000 13.8000 1.5600 27.9200 22.8957 57.8980 53.7660 2.3670 1.1220 9.9300 1.3960 28.8610 50 1 1
236 588547.4624 9725259.7940 -2.2500 94.2100 94.4600 93.9600 0.5000 57.4944 57.6000 50.2000 3.7800 3.2000 9.0000 1.3700 28.6400 21.5520 58.0000 53.0570 2.8750 1.8850 9.2490 1.1070 29.1130 50 1 1
236 588547.4624 9725259.7940 -2.7500 93.7100 93.9600 93.4600 0.5000 44.4457 53.6000 44.1000 8.5300 7.3000 10.8000 1.1900 26.1900 18.8941 56.5000 49.2810 4.7950 4.2000 10.1190 0.8140 27.9190 50 1 1
237 588556.2824 9725161.4640 -0.2500 97.2700 97.5200 97.0200 0.5000 62.2767 53.0000 49.1000 1.4400 0.8000 18.3000 1.3300 27.1200 19.9638 49.8000 46.6260 1.4250 1.0580 23.3370 1.1250 25.5310 50 1 1
237 588556.2824 9725161.4640 -0.7500 96.7700 97.0200 96.5200 0.5000 56.9256 57.3000 53.0000 2.2500 1.3000 9.5700 1.4900 29.1600 18.8119 55.6790 52.0670 2.1540 0.7000 12.8550 1.3190 28.3910 50 1 1
237 588556.2824 9725161.4640 -1.2500 96.2700 96.5200 96.0200 0.5000 57.3345 58.8000 55.2000 2.8500 2.5000 5.3600 1.3600 30.1800 20.1235 56.7600 51.9600 2.8880 2.4600 9.0840 1.4580 29.0480 50 1 1
238 588560.6424 9725055.2830 -0.2500 96.8700 97.1200 96.6200 0.5000 76.5269 49.7000 45.4000 2.6800 0.3000 21.9000 1.4500 25.5800 9.5285 41.2370 36.2540 2.8450 1.0080 34.2650 1.2020 21.5280 50 1 1
238 588560.6424 9725055.2830 -0.7500 96.3700 96.6200 96.1200 0.5000 71.5675 47.6000 44.4000 1.0000 0.3000 26.7000 1.5100 24.6400 14.6332 48.5990 45.0480 1.0000 0.3700 24.9010 1.0830 25.3380 50 1 1
238 588560.6424 9725055.2830 -1.2500 95.8700 96.1200 95.6200 0.5000 67.1652 51.3000 48.0000 1.2200 0.2000 20.8000 1.5800 26.3200 17.0089 52.7410 50.6080 1.1170 0.1000 17.7890 1.1870 27.2450 50 1 1
238 588560.6424 9725055.2830 -1.7500 95.3700 95.6200 95.1200 0.5000 58.8837 54.8000 51.6000 1.5200 0.1000 14.4000 1.6200 28.2400 21.1697 54.7230 52.3230 1.3720 0.1230 14.7770 1.2300 28.3430 50 1 1
238 588560.6424 9725055.2830 -2.2500 94.8700 95.1200 94.6200 0.5000 52.9649 56.1000 51.3000 2.1200 0.7000 13.1000 1.5200 28.5200 25.3213 55.2300 51.1300 1.7840 0.3380 14.2940 1.1110 28.1070 50 1 1
238 588560.6424 9725055.2830 -2.7500 94.3700 94.6200 94.1200 0.5000 40.5739 56.5000 48.3000 7.0200 5.9000 5.6300 1.2400 28.1400 17.0504 53.6830 46.5490 4.4170 3.5720 14.3860 0.9440 26.7310 50 1 1
238 588560.6424 9725055.2830 -3.3250 93.7950 94.1200 93.4700 0.6500 38.4215 54.3000 45.0000 7.2200 5.3000 10.5000 1.2500 26.6200 16.8216 54.4950 47.8760 5.0930 4.4810 10.5540 0.9220 27.4770 50 1 1
239 588562.7824 9724950.8130 -0.2500 97.4100 97.6600 97.1600 0.5000 73.5202 53.6000 51.0000 1.1800 0.5000 15.8000 1.6200 28.1600 16.2083 55.7300 50.7310 1.1130 0.3680 14.1090 1.3860 28.8800 50 1 1
239 588562.7824 9724950.8130 -0.7500 96.9100 97.1600 96.6600 0.5000 67.2937 55.7000 51.6000 1.3500 0.6000 13.4000 1.3700 28.6700 18.5121 54.5810 45.9360 1.1480 0.6780 15.6340 1.2030 28.0180 50 1 1
239 588562.7824 9724950.8130 -1.2500 96.4100 96.6600 96.1600 0.5000 67.4529 57.2000 52.6000 1.8300 0.4000 11.2000 1.4300 29.3500 16.2819 55.2200 51.0290 1.5880 0.2120 14.9310 1.3580 28.2890 50 1 1
239 588562.7824 9724950.8130 -1.7500 95.9100 96.1600 95.6600 0.5000 60.7465 58.3000 53.0000 2.4400 1.6000 8.9500 1.5400 29.3000 20.6809 55.4180 45.3580 1.9130 1.0470 13.7290 1.3290 28.1630 50 1 1
239 588562.7824 9724950.8130 -2.2500 95.4100 95.6600 95.1600 0.5000 45.5046 59.2000 50.3000 4.0200 3.1000 5.9700 1.3500 29.2600 23.3851 53.7840 51.7730 2.6890 2.1060 14.7840 1.0720 27.5460 50 1 1
240 588563.8124 9724849.6430 -0.2500 94.8200 95.0700 94.5700 0.5000 57.5324 48.1000 45.6000 1.7200 1.4000 22.9000 1.4300 25.0700 23.3851 49.7060 46.3940 1.3690 1.2180 22.2630 1.1020 25.9950 50 1 1
240 588563.8124 9724849.6430 -0.7500 94.3200 94.5700 94.0700 0.5000 61.3900 56.4000 51.7000 2.3200 2.2000 10.9000 1.4000 29.4700 21.3817 51.6540 48.5820 1.8510 1.7000 19.2020 1.1180 26.5510 50 1 1
240 588563.8124 9724849.6430 -1.3250 93.7450 94.0700 93.4200 0.6500 56.4102 55.3000 49.2000 5.1000 5.0000 8.6900 1.3400 28.2500 19.0282 50.7050 45.8590 2.9220 2.8540 20.4000 1.0780 25.9630 50 1 1
245 588573.6525 9725404.2840 -0.2500 99.6300 99.8800 99.3800 0.5000 57.9216 55.5000 52.2000 2.0900 1.0000 11.4000 1.3800 28.6100 22.9796 55.6080 50.8390 1.9340 0.4000 12.5080 1.6230 28.5190 50 1 1
245 588573.6525 9725404.2840 -0.7500 99.1300 99.3800 98.8800 0.5000 52.6392 55.7000 50.1000 3.6500 2.8000 9.8200 1.3700 28.4000 15.5196 53.3920 49.3690 3.5420 1.9390 12.4690 1.2530 27.6370 50 1 1
245 588573.6525 9725404.2840 -1.2500 98.6300 98.8800 98.3800 0.5000 64.8867 57.8000 51.1000 4.1300 3.1000 7.0600 1.2900 28.9500 16.2566 55.0200 48.9790 3.7540 2.7380 11.8000 1.2600 27.6080 50 1 1
245 588573.6525 9725404.2840 -1.7500 98.1300 98.3800 97.8800 0.5000 51.1891 51.8000 43.8000 6.5800 5.8000 13.6000 1.2400 25.8000 14.1592 51.1670 44.7370 4.9630 4.2330 16.2420 0.9440 25.7090 50 1 1
245 588573.6525 9725404.2840 -2.2500 97.6300 97.8800 97.3800 0.5000 44.5071 51.8000 43.0000 6.8700 5.2000 14.8000 1.1700 25.5400 22.8532 53.2190 45.6220 5.2300 4.1150 15.0030 0.7720 26.2750 50 1 1
249 588620.3826 9725580.1150 -0.2500 98.6000 98.8500 98.3500 0.5000 63.3265 51.8000 46.9000 5.7100 4.3000 14.5000 1.4400 25.5200 6.3419 47.6390 42.9180 11.9000 3.1000 15.6480 1.2770 23.2700 50 1 1
249 588620.3826 9725580.1150 -0.7500 98.1000 98.3500 97.8500 0.5000 58.1537 56.1000 49.7000 6.2000 5.1000 9.4000 1.3800 27.3600 6.7864 48.8840 43.3160 12.0380 4.5630 14.7100 1.1760 23.6130 50 1 1
249 588620.3826 9725580.1150 -1.2500 97.6000 97.8500 97.3500 0.5000 60.2394 55.5000 49.7000 6.4300 5.4000 7.9000 1.3600 27.8200 8.1269 50.7290 42.7010 11.1080 5.9420 13.3300 1.1670 24.4000 50 1 1
249 588620.3826 9725580.1150 -1.7500 97.1000 97.3500 96.8500 0.5000 57.3572 55.9000 48.8000 7.3700 6.4000 7.3000 1.4000 27.9800 10.7340 53.0430 46.8310 7.9540 5.2850 12.0610 1.0370 26.5350 50 1 1
249 588620.3826 9725580.1150 -2.2500 96.6000 96.8500 96.3500 0.5000 54.2291 54.7000 47.2000 8.6800 7.9000 6.9000 1.3000 27.5100 13.8131 53.2080 45.7410 7.4160 5.9080 12.6590 0.9620 26.4610 50 1 1
